config_id,n_estimators,min_samples_split,min_samples_leaf,max_features,max_depth,bootstrap,rmse_train_mean,mae_train_mean,r2_train_mean,rmse_mean,mae_mean,r2_mean,combo_score
113,800,3,1,0.5,15.0,False,2018.640236295855,1319.5959394817078,0.9570171208161421,2474.7240642744773,1523.3867334608678,0.9352699174131555,1999.0553988676725
31,1200,4,1,0.5,15.0,False,2049.6919185381653,1334.4582882892462,0.955684137440058,2478.1554518729936,1524.8694263617176,0.935092359124027,2001.5124391173556
122,1200,6,1,0.5,15.0,False,2100.5200545831754,1359.442296491566,0.9534595305652307,2492.211709332938,1530.759792593417,0.9343554001227694,2011.4857509631775
136,1200,8,1,0.5,15.0,False,2140.925396128322,1377.8909630736687,0.9516517835780944,2505.5676279764702,1534.9793816535782,0.9336521599171428,2020.2735048150244
74,800,3,2,0.5,15.0,False,2144.7936010414096,1375.133382314667,0.9514766779144708,2520.4210707724624,1537.718536539273,0.9328671115874709,2029.0698036558676
29,800,4,2,0.5,15.0,False,2144.7936010414096,1375.133382314667,0.9514766779144708,2520.4210707724624,1537.718536539273,0.9328671115874709,2029.0698036558676
92,1000,4,2,0.5,15.0,False,2145.074032035812,1375.0219784895032,0.9514640000061053,2520.3746875428874,1537.8310326506135,0.93286974448777,2029.1028600967504
84,1000,3,2,0.5,15.0,False,2145.074032035812,1375.0219784895032,0.9514640000061053,2520.3746875428874,1537.8310326506135,0.93286974448777,2029.1028600967504
23,1200,4,2,0.5,15.0,False,2146.593340463237,1375.5720367523252,0.9513952218679222,2521.451791238594,1538.185006038087,0.9328121655228419,2029.8183986383406
124,1000,6,2,0.5,15.0,False,2179.288460917258,1389.1396361244122,0.949903392149225,2525.7086625912666,1540.3357486409736,0.9325820691960856,2033.0222056161201
102,800,6,2,0.5,15.0,False,2178.8856859944176,1388.813760870781,0.9499219175048036,2526.796787260922,1540.3872367665854,0.9325249694055573,2033.5920120137537
13,1200,6,2,0.5,15.0,False,2179.9995847239384,1389.4151789190657,0.9498706082772501,2526.530225078191,1540.5779678339081,0.9325405405514033,2033.5540964560496
82,1000,8,2,0.5,15.0,False,2214.530290051469,1403.9728573939617,0.9482702345908763,2537.298691485217,1544.5443258187852,0.9319637072158253,2040.9215086520012
40,800,8,2,0.5,15.0,False,2215.326488880936,1404.07958309873,0.9482332447920222,2537.6685732083247,1544.8384129088042,0.9319429489379409,2041.2534930585643
